title,text
Есть возвращение пароля?,"Нажмите на кнопку «Вход и регистрация» в правом верхнем углу страницы. В появившемся окне введите адрес электронной почты или номер телефона, по которому вы регистрировались, и нажмите «Продолжить». В окне ввода пароля нажмите внизу на сноску «Забыли пароль?», после чего на привязанный к профилю электронный адрес придет код для сброса пароля."
"Забыл пароль, но письма для восстановления нет.","Пожалуйста, проверьте папку спам. Если и там пусто, пришлите нам на help@rutube.ru привязанный к вашему профилю адрес электронной почты и номер телефона (если указывался), а также ссылку на ваш канал – мы поможем сбросить пароль."
не могу востановить пароль не приходит e-mail,"Пожалуйста, проверьте папку спам. Если и там пусто, пришлите нам на help@rutube.ru привязанный к вашему профилю адрес электронной почты и номер телефона (если указывался), а также ссылку на ваш канал – мы поможем сбросить пароль."
"Не помню пароля, когда отправляю письмо ничего нет","Пожалуйста, проверьте папку спам. Если и там пусто, пришлите нам на help@rutube.ru привязанный к вашему профилю адрес электронной почты и номер телефона (если указывался), а также ссылку на ваш канал – мы поможем сбросить пароль."
"Я не помню пароля от почты, которую привязывал, как теперь быть?","Напишите в поддержку на help@rutube.ru, в письме укажите, на какой e-mail регистрировался аккаунт, а также номер телефона (если он привязывался) - мы поможем вам восстановить доступ к аккаунту."
"Не могу хайти на привязанную почту, что делать?","Напишите в поддержку на help@rutube.ru, в письме укажите, на какой e-mail регистрировался аккаунт, а также номер телефона (если он привязывался) - мы поможем вам восстановить доступ к аккаунту."
"Мой имейл сейчас недостпен, который я добавлял сюда","Напишите в поддержку на help@rutube.ru, в письме укажите, на какой e-mail регистрировался аккаунт, а также номер телефона (если он привязывался) - мы поможем вам восстановить доступ к аккаунту."
как поменять номер телефона?,"Изменить или привязать номер телефона, если изначально регистрация проводилась по e-mail, можно в вашем профиле: https://rutube.ru/profile."
Как перепреривязать номер телефона?,"Изменить или привязать номер телефона, если изначально регистрация проводилась по e-mail, можно в вашем профиле: https://rutube.ru/profile."
Как изменить свой номер?,"Изменить или привязать номер телефона, если изначально регистрация проводилась по e-mail, можно в вашем профиле: https://rutube.ru/profile."
"Пишет, что не верный пароль, что теперь?","Проверьте корректность данных, с которыми вы пробуете авторизоваться. Если вы уверены, что используете корректный номер телефона или e-mail, попробуйте восстановить пароль для вашей учетной записи, а если это не помогло — опишите свою проблему нашей команде поддержки на help@rutube.ru."
Говорит что пользователя не существует или неверный пароль?,"Проверьте корректность данных, с которыми вы пробуете авторизоваться. Если вы уверены, что используете корректный номер телефона или e-mail, попробуйте восстановить пароль для вашей учетной записи, а если это не помогло — опишите свою проблему нашей команде поддержки на help@rutube.ru."
"Пишет что нет такого пользователя или неверный пороль, ввожу всё корректно, что теперь делать?","Проверьте корректность данных, с которыми вы пробуете авторизоваться. Если вы уверены, что используете корректный номер телефона или e-mail, попробуйте восстановить пароль для вашей учетной записи, а если это не помогло — опишите свою проблему нашей команде поддержки на help@rutube.ru."
Как удалить аккаунт?,"Мы можем помочь вам удалить аккаунт, для этого направьте нам на help@rutube.ru e-mail или номер телефона, на который он зарегистрирован, а также ссылку на канал и скриншот из общих настроек профиля, чтобы мы могли идентифицировать вас как владельца канала. В течение 30 дней вы можете восстановить ваш аккаунт и все содержимое."
"Прошу прощения! Удалите, пожалуйста:","Мы можем помочь вам удалить аккаунт, для этого направьте нам на help@rutube.ru e-mail или номер телефона, на который он зарегистрирован, а также ссылку на канал и скриншот из общих настроек профиля, чтобы мы могли идентифицировать вас как владельца канала. В течение 30 дней вы можете восстановить ваш аккаунт и все содержимое."
хочу удалить канал,"Мы можем помочь вам удалить аккаунт, для этого направьте нам на help@rutube.ru e-mail или номер телефона, на который он зарегистрирован, а также ссылку на канал и скриншот из общих настроек профиля, чтобы мы могли идентифицировать вас как владельца канала. В течение 30 дней вы можете восстановить ваш аккаунт и все содержимое."
Здравствуй восстановите акаунт пожалуйста ,"Если с момента удаления аккаунта прошло менее 30 дней, вы можете авторизоваться на RUTUBE привычным способом, и ваш аккаунт автоматически восстановится. Если авторизоваться не удалось и аккаунт удален не более 180 дней назад, напишите нам на help@rutube.ru – поможем с восстановлением."
"Удалил свой аккаунт, восстановите плих","Если с момента удаления аккаунта прошло менее 30 дней, вы можете авторизоваться на RUTUBE привычным способом, и ваш аккаунт автоматически восстановится. Если авторизоваться не удалось и аккаунт удален не более 180 дней назад, напишите нам на help@rutube.ru – поможем с восстановлением."
"На сайт не пускает, пишет что заблокировали","Вероятно, вы нарушили один из пунктов пользовательского соглашения, которое обязались соблюдать при регистрации. Для уточнения причины блокировки напишите, пожалуйста, команде поддержки на help@rutube.ru."
"Иеня заблокировали и не пускает, что не так?","Вероятно, вы нарушили один из пунктов пользовательского соглашения, которое обязались соблюдать при регистрации. Для уточнения причины блокировки напишите, пожалуйста, команде поддержки на help@rutube.ru."
"Я из Кахастана, как харегистрироваться?",Регистрация с помощью e-mail доступна для пользователей из любых стран. По номеру телефона пока возможно зарегистрироваться только имея российский номер.
Можно ли зарегистрироваться если я нахожусь за пределами РФ?,Регистрация с помощью e-mail доступна для пользователей из любых стран. По номеру телефона пока возможно зарегистрироваться только имея российский номер.
Что за личный канал?,"Личный канал — это персональный общедоступный раздел RUTUBE, где хранятся все ваши видеоролики. Сюда будут заходить пользователи сайта, ваши возможные подписчики для того, чтобы смотреть и комментировать ваши видео. Очень хорошо, если у вашего канала есть конкретная тема (идея), а также соответствующее ей оформление. Грамотно и красиво оформить свой канал вам помогут пошаговые рекомендации, описанные в соответствующем разделе: https://rutube.ru/info/channel/"
"Мой канал, это что такое?","Личный канал — это персональный общедоступный раздел RUTUBE, где хранятся все ваши видеоролики. Сюда будут заходить пользователи сайта, ваши возможные подписчики для того, чтобы смотреть и комментировать ваши видео. Очень хорошо, если у вашего канала есть конкретная тема (идея), а также соответствующее ей оформление. Грамотно и красиво оформить свой канал вам помогут пошаговые рекомендации, описанные в соответствующем разделе: https://rutube.ru/info/channel/"
Что такое личный канал?,"Личный канал — это персональный общедоступный раздел RUTUBE, где хранятся все ваши видеоролики. Сюда будут заходить пользователи сайта, ваши возможные подписчики для того, чтобы смотреть и комментировать ваши видео. Очень хорошо, если у вашего канала есть конкретная тема (идея), а также соответствующее ей оформление. Грамотно и красиво оформить свой канал вам помогут пошаговые рекомендации, описанные в соответствующем разделе: https://rutube.ru/info/channel/"
Как сделать канал?,Канал создается автоматически при регистрации на сайте.
"Хочу завести канал на рутуб, как это сделать?",Канал создается автоматически при регистрации на сайте.
Как мне завсти канал?,Канал создается автоматически при регистрации на сайте.
Как поменять названия канала?,"Изменить ваши личные данные, в том числе название канала (имя), вы можете во вкладке «Настройки канала» в Студии: https://studio.rutube.ru/channel-settings"
Хочк изменить название канала как это сделать?,"Изменить ваши личные данные, в том числе название канала (имя), вы можете во вкладке «Настройки канала» в Студии: https://studio.rutube.ru/channel-settings"
"Мне нужно поменять название канала, подскажитье, пожалуйста, как?","Изменить ваши личные данные, в том числе название канала (имя), вы можете во вкладке «Настройки канала» в Студии: https://studio.rutube.ru/channel-settings"
че такое студия рутуб?,"Студия — это ваш персональный раздел на RUTUBE, с помощью которого вы можете загружать видеоролики и подкасты, управлять ими, создавать плейлисты, отслеживать статистику, подключать монетизацию, настраивать и редактировать ваш личный канал. Студия создается автоматически при регистрации на RUTUBE. Авторизация в Студии (доступ к управлению каналом) происходит автоматически, если вы авторизованы на RUTUBE."
Студя рутуб это что?,"Студия — это ваш персональный раздел на RUTUBE, с помощью которого вы можете загружать видеоролики и подкасты, управлять ими, создавать плейлисты, отслеживать статистику, подключать монетизацию, настраивать и редактировать ваш личный канал. Студия создается автоматически при регистрации на RUTUBE. Авторизация в Студии (доступ к управлению каналом) происходит автоматически, если вы авторизованы на RUTUBE."
Как мне получать пожертвования?,Делайте интересный контент и общайтесь с вашими подписчиками. Включите функцию «Поддержать автора».
Могу получать донаты?,Делайте интересный контент и общайтесь с вашими подписчиками. Включите функцию «Поддержать автора».
Донаты у вас есть?,Делайте интересный контент и общайтесь с вашими подписчиками. Включите функцию «Поддержать автора».
Как подключть донаты?,"Чтобы включить донаты, нажмите на ваш аватар и выберите «Студия RUTUBE». В боковом меню нажмите «Настройки канала» → Поддержать автора. Укажите ссылку на сервис, где пользователи могут перечислять вам средства. Под всеми вашими видео появится кнопка «Поддержать автора»."
Пожертвования как включить?,"Чтобы включить донаты, нажмите на ваш аватар и выберите «Студия RUTUBE». В боковом меню нажмите «Настройки канала» → Поддержать автора. Укажите ссылку на сервис, где пользователи могут перечислять вам средства. Под всеми вашими видео появится кнопка «Поддержать автора»."
"Видел кнопку ""поддержать автора"", хочу такую включить, как?","Чтобы включить донаты, нажмите на ваш аватар и выберите «Студия RUTUBE». В боковом меню нажмите «Настройки канала» → Поддержать автора. Укажите ссылку на сервис, где пользователи могут перечислять вам средства. Под всеми вашими видео появится кнопка «Поддержать автора»."
Какие донатилки могу подключить?,"Вы можете выбрать любой удобный сервис, однако он должен быть доступен российским пользователям сети Интернет и не нарушать законодательства Российской Федерации."
На какие сервисы донатов могу указать ссылки,"Вы можете выбрать любой удобный сервис, однако он должен быть доступен российским пользователям сети Интернет и не нарушать законодательства Российской Федерации."
На какие сервисы мне могкт донатить?,"Вы можете выбрать любой удобный сервис, однако он должен быть доступен российским пользователям сети Интернет и не нарушать законодательства Российской Федерации."
Как получить ссылку на сервис донатов?,"Зарегистрируйтесь в любом сервисе из списка выше. Совершите действия, указанные в сервисе, для получения ссылки. Скопируйте ссылку и добавьте в поле «Ссылка на сервис донатов»."
Как я могу получить ссылку на пожертвование,"Зарегистрируйтесь в любом сервисе из списка выше. Совершите действия, указанные в сервисе, для получения ссылки. Скопируйте ссылку и добавьте в поле «Ссылка на сервис донатов»."
Где взять ссылку для донатов?,"Зарегистрируйтесь в любом сервисе из списка выше. Совершите действия, указанные в сервисе, для получения ссылки. Скопируйте ссылку и добавьте в поле «Ссылка на сервис донатов»."
Кого вы называете пользователем?,"Любой посетитель RUTUBE может стать нашим пользователем. Для этого необходимо зарегистрироваться на сайте, прочитав и приняв условия Генерального пользовательского соглашения RUTUBE: https://rutube.ru/info/agreement/"
как стать пользователем?,"Любой посетитель RUTUBE может стать нашим пользователем. Для этого необходимо зарегистрироваться на сайте, прочитав и приняв условия Генерального пользовательского соглашения RUTUBE: https://rutube.ru/info/agreement/"
Как стать автором?,"Автором RUTUBE может стать любой совершеннолетний пользователь, зарегистрировавшийся по стандартной процедуре. Мы считаем вас автором RUTUBE, если вы начинаете снимать и выкладывать в открытый доступ видеоролики на нашем сайте. Все видео, которые появляются на вашем канале, мы по умолчанию признаем как авторские. Автор имеет право подключиться к партнерской программе RUTUBE."
как стать блоггером?,"Автором RUTUBE может стать любой совершеннолетний пользователь, зарегистрировавшийся по стандартной процедуре. Мы считаем вас автором RUTUBE, если вы начинаете снимать и выкладывать в открытый доступ видеоролики на нашем сайте. Все видео, которые появляются на вашем канале, мы по умолчанию признаем как авторские. Автор имеет право подключиться к партнерской программе RUTUBE."
Как мне стать правообладателем?,"Правообладателем контента может стать как его автор, так и любой другой человек или организация. Если вы хотите зарегистрироваться в качестве правообладателя и у вас есть документы, которые подтверждают ваши права на контент, напишите письмо на partners@rutube.ru. Правообладатель имеет право стать партнером и получать доход посредством монетизации."
Как мне зарегестроваться как правообладатель,"Правообладателем контента может стать как его автор, так и любой другой человек или организация. Если вы хотите зарегистрироваться в качестве правообладателя и у вас есть документы, которые подтверждают ваши права на контент, напишите письмо на partners@rutube.ru. Правообладатель имеет право стать партнером и получать доход посредством монетизации."
Что ещё за проавообладатель?,"Правообладателем контента может стать как его автор, так и любой другой человек или организация. Если вы хотите зарегистрироваться в качестве правообладателя и у вас есть документы, которые подтверждают ваши права на контент, напишите письмо на partners@rutube.ru. Правообладатель имеет право стать партнером и получать доход посредством монетизации."
Стримы это что такое?,"Любой пользователь RUTUBE может не только загружать готовые видеоролики и подкасты, но и вести трансляции в режиме реального времени или «стримить» видео. Для выхода в прямой эфир вам потребуется ноутбук или компьютер с отдельной веб-камерой. На RUTUBE все трансляции собраны в одном разделе. Здесь можно найти как авторские стримы, так и прямые эфиры популярных телеканалов."
"Трансляции, что это такое?","Любой пользователь RUTUBE может не только загружать готовые видеоролики и подкасты, но и вести трансляции в режиме реального времени или «стримить» видео. Для выхода в прямой эфир вам потребуется ноутбук или компьютер с отдельной веб-камерой. На RUTUBE все трансляции собраны в одном разделе. Здесь можно найти как авторские стримы, так и прямые эфиры популярных телеканалов."
Что во время стрима можно?,"Во время прямого эфира вам необходимо соблюдать условия Пользовательского соглашения: https://rutube.ru/info/agreement/, которое вы принимаете при регистрации на RUTUBE, и всех обозначенных в нем пунктов, регламентирующих содержание авторских видеороликов на сайте. Наши модераторы просматривают все трансляции в режиме реального времени и могут заблокировать эфир за допущенные нарушения."
Что делать во время прямого эфира можно?,"Во время прямого эфира вам необходимо соблюдать условия Пользовательского соглашения: https://rutube.ru/info/agreement/, которое вы принимаете при регистрации на RUTUBE, и всех обозначенных в нем пунктов, регламентирующих содержание авторских видеороликов на сайте. Наши модераторы просматривают все трансляции в режиме реального времени и могут заблокировать эфир за допущенные нарушения."
Какие требования для подачи потока?,"Качество: HD /FullHD/2К/4K. Кодек: H.264. Частота кадров: до 30 fps. Битрейт видео: 4-6 mb/s. Аудиокодек: MPEG 2 ACC-LC, Stereo. Параметры аудио: bitrate 128 kbps, 44100 KHz. Если стрим ведется с помощью OBS Studio, то необходимо в настройках вывода установить параметр ""Интервал ключевых кадров"" равным 1."
С каким качеством могу стримит?,"Качество: HD /FullHD/2К/4K. Кодек: H.264. Частота кадров: до 30 fps. Битрейт видео: 4-6 mb/s. Аудиокодек: MPEG 2 ACC-LC, Stereo. Параметры аудио: bitrate 128 kbps, 44100 KHz. Если стрим ведется с помощью OBS Studio, то необходимо в настройках вывода установить параметр ""Интервал ключевых кадров"" равным 1."
Как начать стрим?,"Установите на ваш ноутбук или компьютер бесплатную программу для потокового вещания и записи видео OBS: https://obsproject.com/ru или любую другую аналогичную ей; Авторизуйтесь на RUTUBE; Нажмите на кнопку запуска прямого эфира, которая располагается в правом верхнем углу сайта, или перейдите по этой ссылке: https://rutube.ru/create-stream/; Подтвердите ваш номер мобильного телефона (в случае, если вы не делали этого ранее);  Вы попадете в раздел запуска трансляции, где вам необходимо вписать заголовок и краткое описание прямого эфира, выбрать категорию и нажать на кнопку «‎Далее». После этого вы попадете в кабинет управления прямым эфиром, где вы можете настроить трансляцию и следить за статистикой; Скопируйте данные из полей «‎Ключ трансляции» и «‎URL трансляции» и вставьте их в соответствующие поля в программе OBS (или ее аналоге);  Выставите дополнительные настройки: включите или отключите автостарт трансляции (в случае включения функции стрим начнется автоматически сразу после получения сигнала); включите или отключите чат (по умолчанию он остается включенным)."
Как запустить трансляцию?,"Установите на ваш ноутбук или компьютер бесплатную программу для потокового вещания и записи видео OBS: https://obsproject.com/ru или любую другую аналогичную ей; Авторизуйтесь на RUTUBE; Нажмите на кнопку запуска прямого эфира, которая располагается в правом верхнем углу сайта, или перейдите по этой ссылке: https://rutube.ru/create-stream/; Подтвердите ваш номер мобильного телефона (в случае, если вы не делали этого ранее);  Вы попадете в раздел запуска трансляции, где вам необходимо вписать заголовок и краткое описание прямого эфира, выбрать категорию и нажать на кнопку «‎Далее». После этого вы попадете в кабинет управления прямым эфиром, где вы можете настроить трансляцию и следить за статистикой; Скопируйте данные из полей «‎Ключ трансляции» и «‎URL трансляции» и вставьте их в соответствующие поля в программе OBS (или ее аналоге);  Выставите дополнительные настройки: включите или отключите автостарт трансляции (в случае включения функции стрим начнется автоматически сразу после получения сигнала); включите или отключите чат (по умолчанию он остается включенным)."
Как подрубить стримчанский?,"Установите на ваш ноутбук или компьютер бесплатную программу для потокового вещания и записи видео OBS: https://obsproject.com/ru или любую другую аналогичную ей; Авторизуйтесь на RUTUBE; Нажмите на кнопку запуска прямого эфира, которая располагается в правом верхнем углу сайта, или перейдите по этой ссылке: https://rutube.ru/create-stream/; Подтвердите ваш номер мобильного телефона (в случае, если вы не делали этого ранее);  Вы попадете в раздел запуска трансляции, где вам необходимо вписать заголовок и краткое описание прямого эфира, выбрать категорию и нажать на кнопку «‎Далее». После этого вы попадете в кабинет управления прямым эфиром, где вы можете настроить трансляцию и следить за статистикой; Скопируйте данные из полей «‎Ключ трансляции» и «‎URL трансляции» и вставьте их в соответствующие поля в программе OBS (или ее аналоге);  Выставите дополнительные настройки: включите или отключите автостарт трансляции (в случае включения функции стрим начнется автоматически сразу после получения сигнала); включите или отключите чат (по умолчанию он остается включенным)."
Как сделать эксклюзивный стрим?,"Создайте трансляцию как обычно через Студию: https://rutube.ru/create-stream/ или по кнопке в правом верхнем углу сайта.

Введите название трансляции, выберите тему и нажмите кнопку далее.

В открывшейся странице запуска трансляции пока не нажимайте кнопку «Запустить трансляцию».

Не закрывая вкладку создания трансляции, необходимо открыть в новой вкладке раздел «Видео» в Студии: https://studio.rutube.ru/videos, далее кликните на появившуюся там созданную трансляцию.

В настройках «Ролика» (стрима) измените значение параметра доступа с «Открытый доступ» на «Доступ по прямой ссылке» и нажмите сохранить.

Теперь необходимо перейти в OBS (или любая другая программа для ведения эфиров), возвращайтесь во вкладку со страницей трансляции и запускайте ее.

Далее можете разослать ссылку на трансляцию вашим зрителям. "
"Здравствуйте, как мне утроить приватный стрим?","Создайте трансляцию как обычно через Студию: https://rutube.ru/create-stream/ или по кнопке в правом верхнем углу сайта.

Введите название трансляции, выберите тему и нажмите кнопку далее.

В открывшейся странице запуска трансляции пока не нажимайте кнопку «Запустить трансляцию».

Не закрывая вкладку создания трансляции, необходимо открыть в новой вкладке раздел «Видео» в Студии: https://studio.rutube.ru/videos, далее кликните на появившуюся там созданную трансляцию.

В настройках «Ролика» (стрима) измените значение параметра доступа с «Открытый доступ» на «Доступ по прямой ссылке» и нажмите сохранить.

Теперь необходимо перейти в OBS (или любая другая программа для ведения эфиров), возвращайтесь во вкладку со страницей трансляции и запускайте ее.

Далее можете разослать ссылку на трансляцию вашим зрителям. "
"Как сделать личный стрим, чтобы никто не видил?","Создайте трансляцию как обычно через Студию: https://rutube.ru/create-stream/ или по кнопке в правом верхнем углу сайта.

Введите название трансляции, выберите тему и нажмите кнопку далее.

В открывшейся странице запуска трансляции пока не нажимайте кнопку «Запустить трансляцию».

Не закрывая вкладку создания трансляции, необходимо открыть в новой вкладке раздел «Видео» в Студии: https://studio.rutube.ru/videos, далее кликните на появившуюся там созданную трансляцию.

В настройках «Ролика» (стрима) измените значение параметра доступа с «Открытый доступ» на «Доступ по прямой ссылке» и нажмите сохранить.

Теперь необходимо перейти в OBS (или любая другая программа для ведения эфиров), возвращайтесь во вкладку со страницей трансляции и запускайте ее.

Далее можете разослать ссылку на трансляцию вашим зрителям. "
"Написана, что нужно подтвердить телефон, зачем?","Это единичная процедура, которая защищает наших пользователей от разного рода вредоносного контента. Кроме того, производить идентификацию пользователей нас обязывает российское законодательство (ФЗ от 27.07.2006 №149-ФЗ). Подтверждать номер телефона нужно только в том случае, если вам требуется доступ к запуску прямого эфира на RUTUBE."
Зачем привяхывать телефон?,"Это единичная процедура, которая защищает наших пользователей от разного рода вредоносного контента. Кроме того, производить идентификацию пользователей нас обязывает российское законодательство (ФЗ от 27.07.2006 №149-ФЗ). Подтверждать номер телефона нужно только в том случае, если вам требуется доступ к запуску прямого эфира на RUTUBE."
как подтвердить телефон?,"Введите ваш номер телефона в соответствующее поле на первой странице раздела запуска трансляции: https://rutube.ru/create-stream/. В ответ на ваш запрос на указанный номер поступит звонок. Запомните последние 4 цифры номера телефона, с которого поступил звонок, и сбросьте его. Эти цифры необходимо будет ввести в соответствующее поле."
как мне подтвердить номер телефона?,"Введите ваш номер телефона в соответствующее поле на первой странице раздела запуска трансляции: https://rutube.ru/create-stream/. В ответ на ваш запрос на указанный номер поступит звонок. Запомните последние 4 цифры номера телефона, с которого поступил звонок, и сбросьте его. Эти цифры необходимо будет ввести в соответствующее поле."
каким образом подтверждаите номер ?,"Введите ваш номер телефона в соответствующее поле на первой странице раздела запуска трансляции: https://rutube.ru/create-stream/. В ответ на ваш запрос на указанный номер поступит звонок. Запомните последние 4 цифры номера телефона, с которого поступил звонок, и сбросьте его. Эти цифры необходимо будет ввести в соответствующее поле."
Пишет что нужно заполнит загаловак для трансляции зачем?,"Заголовок трансляции дает зрителям дополнительную информацию о ее содержании. Рекомендуем вам придумать информативный и яркий заголовок, который, с одной стороны, будет раскрывать тему стрима, с другой — привлечет внимание пользователей RUTUBE и тем самым расширит вашу аудиторию. В описании вы можете указать дополнительную информацию и дать какие-либо ссылки."
заголовок и описание в эфире? зачемЕ?,"Заголовок трансляции дает зрителям дополнительную информацию о ее содержании. Рекомендуем вам придумать информативный и яркий заголовок, который, с одной стороны, будет раскрывать тему стрима, с другой — привлечет внимание пользователей RUTUBE и тем самым расширит вашу аудиторию. В описании вы можете указать дополнительную информацию и дать какие-либо ссылки."
Что за облошка на трансляции?,"Вы можете загрузить обложку, которая будет отображаться в плеере в окне данной трансляции. Это можно сделать только до начала трансляции. Обложкой может стать любое изображение, которое не противоречит Пользовательскому соглашению: https://rutube.ru/info/agreement/. Для корректного отображения картинка (желательно в формате JPEG) должна иметь соотношение сторон 16:9 или 1920x1080 пикс."
